comment_id,text,label,annotator_id,social_group,probs,brier_score
Ugw0cnGnpB65X7vH34p4AaABAg,"I never liked Ellen, she is a stupid over hyped KAREN",4.0,80514039f2440568f87657f295d732a1,Female,"{""1"": 0.27060405208829447, ""2"": 0.20426265131624205, ""3"": 0.2502678393209406, ""4"": 0.27486545727452283}",0.17585097004535102
Ugw0hiW_vKxKJg798KN4AaABAg,And Emma Watson is hailed as a feminist 😂,2.0,5b0a7f3d17b66540674a4305eb32604e,Male,"{""1"": 0.39305372467388444, ""2"": 0.2743957275250359, ""3"": 0.13797484762322296, ""4"": 0.19457570017785675}",0.18447238809757263
Ugw0n4xsKzRQbiYUYNp4AaABAg,The reactions from the kids 🥰🥰🥰,1.0,5f564ffcb50cab0ead68060d76b72988,Female,"{""1"": 0.41779491359361154, ""2"": 0.20046017469185892, ""3"": 0.13994376970153147, ""4"": 0.2418011420129981}",0.11429977380800656
Ugw0qsGcLBGItHFSQb14AaABAg,"I'm Asian, I don't think I want an Asian mermaid. The same thing as I don't want to see a white or asian Black Panther. Helle Bailey is nice beautiful and everything but not for this part.",2.0,5f564ffcb50cab0ead68060d76b72988,Female,"{""1"": 0.24166009063105845, ""2"": 0.200343263885589, ""3"": 0.2572458160871561, ""4"": 0.30075082939619646}",0.21361924157345277
Ugw0tPb9IaRFcdHeTD14AaABAg,So much for freedom of speech.,2.0,e82b8b10b5ddbb8ebf76bf7f1fc7f150,Female,"{""1"": 0.35599033468839564, ""2"": 0.2125715305008934, ""3"": 0.17900318979266347, ""4"": 0.25243494501804753}",0.2106345640978686
Ugw1-cPEeNg4IQUDSy94AaABAg,kevin hart is black js 😄,2.0,9353d091e26ba7e7bc594983cdf2d8ac,Female,"{""1"": 0.4445027786899069, ""2"": 0.18821433252302655, ""3"": 0.12935767993251035, ""4"": 0.23792520885455623}",0.2324801261375224
Ugw16D2oK20A__5E66N4AaABAg,"My suggestion is, don't allow pigs to have microphones. This will always turn out bad.",4.0,5f564ffcb50cab0ead68060d76b72988,Female,"{""1"": 0.35453790346391045, ""2"": 0.2253579955476115, ""3"": 0.15248486180561346, ""4"": 0.2676192391828646}",0.18402914076119636
Ugw1Cv1E4ZprjTRZwtp4AaABAg,she actually chose to have those lashes on a program. She’s the delusional one. Yuck.,3.0,9353d091e26ba7e7bc594983cdf2d8ac,Female,"{""1"": 0.27910757115447016, ""2"": 0.2424928603794864, ""3"": 0.22426923828876927, ""4"": 0.25413033017727416}",0.20076106574796734
Ugw1ELFXR9p7t7aVoNl4AaABAg,Speaking out against the Synagogue of Satan will never end good,2.0,9353d091e26ba7e7bc594983cdf2d8ac,Female,"{""1"": 0.32531661210465346, ""2"": 0.21670760017878482, ""3"": 0.18827882292958403, ""4"": 0.2696969647869777}",0.20689081242699647
Ugw1N5Ie4Oya-s1zv014AaABAg,"Go JK, Go JK!",1.0,5b0a7f3d17b66540674a4305eb32604e,Male,"{""1"": 0.4544995594584584, ""2"": 0.27783001606636265, ""3"": 0.13540352899291644, ""4"": 0.1322668954822625}",0.10264722394067563
Ugw1bbBQJxY3yxy4FBN4AaABAg,"I’m starting to see the truth. Kanye wasn’t an antisemite, he was exposing Hollywood and the IRS. I’m actually getting scared how right he is, a test ago you wouldn’t be able to tell me shit. Now I see.",1.0,1ee06d457c279606e28bfa01c438a233,Female,"{""1"": 0.3303887211972368, ""2"": 0.2493904832568459, ""3"": 0.2035465797400539, ""4"": 0.21667421580586338}",0.14973845093947877
Ugw1nCetQgEz2KVCeBB4AaABAg,I'm glad this is getting racist remarks Ariel is not black,2.0,e82b8b10b5ddbb8ebf76bf7f1fc7f150,Female,"{""1"": 0.25791416923867866, ""2"": 0.18869403195936765, ""3"": 0.24228793418302066, ""4"": 0.311103864618933}",0.22005653752598414
Ugw1oyNKWf7LfzCgnO54AaABAg,LIZZLY BEAR😝 LIZBIAN🖖✌️ 👀 MY COMEDY N YESHUA CHRIST VIDEO,4.0,5f564ffcb50cab0ead68060d76b72988,Female,"{""1"": 0.3249208389085342, ""2"": 0.23771715797559606, ""3"": 0.20333028196369096, ""4"": 0.23403172115217877}",0.19753340162938698
Ugw1zjm6xZG2hX6gw754AaABAg,"So, making an established white character race swap to become black is not racist?",1.0,5eb9de9cdba3f80b1997c345b25fe0aa,Female,"{""1"": 0.36327659460727396, ""2"": 0.278533842647812, ""3"": 0.16374160237008867, ""4"": 0.19444796037482534}",0.1369047795289299
Ugw2VnU0tp-VzvWbNZh4AaABAg,1.5M racists pos!,2.0,e82b8b10b5ddbb8ebf76bf7f1fc7f150,Female,"{""1"": 0.27086326522005477, ""2"": 0.1320082144555849, ""3"": 0.22107213006402926, ""4"": 0.37605639026033105}",0.2542669858912323
Ugw2d4oklL_P_AlcWb94AaABAg,Emma watson is so ditsy she thinks unicorns are real,3.0,b435e95b3257c3d173cc86fea4439ce4,Male,"{""1"": 0.3029445467698153, ""2"": 0.1808964286825468, ""3"": 0.19867587856656457, ""4"": 0.31748314598107336}",0.2168537029751938
Ugw2h8sGbSNTMpch-Ox4AaABAg,Remember the national outrage when Jesus was depicted as a white man.....? No? Me neither.....,1.0,9353d091e26ba7e7bc594983cdf2d8ac,Female,"{""1"": 0.3148050014616778, ""2"": 0.291147033438081, ""3"": 0.2001022281230113, ""4"": 0.1939457369772299}",0.15797865792329024
Ugw2wCivJJLEWS-TwFZ4AaABAg,"He's an idiot man ill never buy this scumbags stuff just trying to stay relevant. Its True Black and all lives matter but that line was turned into a business making blm patented and its owners rich. Its more of a clothing brand than a sentiment. He's mentioned slavery was an option, wlm and now this on Jews. Just ignore him. He'll be extinct soon enough from the limelight",2.0,1ee06d457c279606e28bfa01c438a233,Female,"{""1"": 0.19819594756402695, ""2"": 0.19819594756402695, ""3"": 0.23906995419461177, ""4"": 0.36453815067733436}",0.21805346960785396
Ugw2xYL1UlMP4b8d4mZ4AaABAg,"POV: you've searched everywhere to find his so-called ""Anti-Semitic"" remarks and you still can't find them o_o",1.0,5eb9de9cdba3f80b1997c345b25fe0aa,Female,"{""1"": 0.3482172072474688, ""2"": 0.2669873801531163, ""3"": 0.19840817225177002, ""4"": 0.1863872403476449}",0.14255226906750315
Ugw35HSayn6GKNN7RaJ4AaABAg,Naah this is fake this a bad Tate imitation 😂😂😂,2.0,5b0a7f3d17b66540674a4305eb32604e,Male,"{""1"": 0.30130131474947724, ""2"": 0.23101572771304382, ""3"": 0.1975982159281982, ""4"": 0.27008474160928075}",0.19852752897065548
Ugw3PrEKmu6EeKJm8Ud4AaABAg,Si many things that go behind the scenes,1.0,5f564ffcb50cab0ead68060d76b72988,Female,"{""1"": 0.30499945872359163, ""2"": 0.3146811700521137, ""3"": 0.26087986748102054, ""4"": 0.11943950374327411}",0.1660935228678056
Ugw3eWrdTQd2jiC0X6R4AaABAg,They don't work for HER!!!!,1.0,2dc0ccbf44154f06a0a8bf39a76e3e25,Female,"{""1"": 0.3218476490985126, ""2"": 0.21777303428581438, ""3"": 0.2391768671936609, ""4"": 0.22120244942201212}",0.15336295073153414
Ugw3jbgFGVfdp-XrLnR4AaABAg,"Stop watching her show when it airs. 
That’ll really hit her where it hurts! We don’t owe these celebrities ANYTHING. 
They don’t know us, they just want our money.",3.0,e82b8b10b5ddbb8ebf76bf7f1fc7f150,Female,"{""1"": 0.2018439861645775, ""2"": 0.23597950675087725, ""3"": 0.2591728080596504, ""4"": 0.3030036990248949}",0.18426587307454653
Ugw3kzFMzlbh8_GkAfJ4AaABAg,"This is so sad to learn.
Even though I didn’t watch her show, she seemed to bring laughter to stressful times.
I hope she takes the classy road from this point on whatever she may have done in the past.",1.0,2dc0ccbf44154f06a0a8bf39a76e3e25,Female,"{""1"": 0.30897757767813766, ""2"": 0.28575754536980036, ""3"": 0.202632438476031, ""4"": 0.202632438476031}",0.1603222932832082
Ugw3zIVfCaCfOeZ8SbF4AaABAg,Good for JK Rowling. The woke cretin actors can go to hell.,4.0,80514039f2440568f87657f295d732a1,Female,"{""1"": 0.22157053120135775, ""2"": 0.1865810830666913, ""3"": 0.23220392378402904, ""4"": 0.35964446194792193}",0.1369699695474642
Ugw4AnWp7D7eeXQGM0p4AaABAg,Everyone forgets the stuggles JK had before Harry Potter.,1.0,2dc0ccbf44154f06a0a8bf39a76e3e25,Female,"{""1"": 0.40576107622464935, ""2"": 0.24998215760136644, ""3"": 0.14022728572540824, ""4"": 0.2040294804485759}",0.11922567455068814
Ugw4Iv7NEBL_HvToZMl4AaABAg,And it’s not our fault blacks can’t handle the whole life’s not fair motto,4.0,1ee06d457c279606e28bfa01c438a233,Female,"{""1"": 0.2724412727035118, ""2"": 0.2404285716854881, ""3"": 0.21891270425517376, ""4"": 0.2682174513558263}",0.1788646539348772
Ugw4JEJO7gBnFaPidrF4AaABAg,She needs to look in the mirror,4.0,1ee06d457c279606e28bfa01c438a233,Female,"{""1"": 0.16460240195030956, ""2"": 0.2713834632811755, ""3"": 0.4837933387544496, ""4"": 0.08022079601406534}",0.2951981783946184
Ugw4i05IEsUBzozEa9V4AaABAg,Wow Cyrus hit the nail on the head!,1.0,276cbe932710f817028a14564a543ae3,Male,"{""1"": 0.359688270524031, ""2"": 0.28453685510749116, ""3"": 0.198638710712756, ""4"": 0.15713616365572183}",0.13877736103525795
Ugw4j11jFi4JTPAAQHd4AaABAg,"Thing is, if it wasn't for J. K. Rowling, nobody would know who Daniel Ratcliffe and Emma Twatson are. They owe her everything they have, she doesn't owe them a damn thing.",2.0,5eb9de9cdba3f80b1997c345b25fe0aa,Female,"{""1"": 0.1528271560773247, ""2"": 0.20888995374829106, ""3"": 0.29922103652791104, ""4"": 0.33906185364647323}",0.21342685355352098
Ugw4kI_fnC_kpRfqYoh4AaABAg,A TV personality is fake? Really?,2.0,e82b8b10b5ddbb8ebf76bf7f1fc7f150,Female,"{""1"": 0.3545070648333007, ""2"": 0.28485444295629275, ""3"": 0.19577738412989923, ""4"": 0.16486110808050733}",0.17565409896758882
Ugw4ni4KfL497giwgDR4AaABAg,The so called Jews today doesn’t fit the prophecies or the curses in the Bible…the Jews were black…we’ve been lied to,1.0,80514039f2440568f87657f295d732a1,Female,"{""1"": 0.2276067352013258, ""2"": 0.18576719973852132, ""3"": 0.21718386016531993, ""4"": 0.3694422048948329}",0.20368929496972787
Ugw4ruHv276vCImEEId4AaABAg,"You've heard what the pot called the kettle, yea??? 😂",2.0,b435e95b3257c3d173cc86fea4439ce4,Male,"{""1"": 0.3921552816568364, ""2"": 0.27807971593264813, ""3"": 0.17131994706015352, ""4"": 0.158445055350362}",0.18235250532622793
Ugw52-KYInJX-6_h9WN4AaABAg,Lol imagine her marriage,4.0,5eb9de9cdba3f80b1997c345b25fe0aa,Female,"{""1"": 0.28548833630762616, ""2"": 0.24803656592261158, ""3"": 0.20244154117757016, ""4"": 0.26403355659219213}",0.18141372790476656
Ugw53M5V9wbp7atGzLB4AaABAg,Tyrus's immense knowledge is bigger than his body,3.0,9353d091e26ba7e7bc594983cdf2d8ac,Female,"{""1"": 0.3908304779989067, ""2"": 0.23705066465441305, ""3"": 0.2091964836017941, ""4"": 0.16292237374488616}",0.2152138453900972
Ugw56Kiom977Tg-CsV14AaABAg,"Andrew Tate: If i actually hurt anyone the romanian police would have me in jail.

Romanian Police: ......... Hold my beer.

Andrew Tate(in jail): Everyone is lying, the matrix is conspiring against me.

Romanian Police: ...... (the winning sound of silence, the true sound of an alpha, confidence)",2.0,b435e95b3257c3d173cc86fea4439ce4,Male,"{""1"": 0.3559746585811575, ""2"": 0.23713025549330394, ""3"": 0.18758546313833663, ""4"": 0.21930962278720192}",0.19799330531589313
Ugw5BSVZLvPnfQOYQ-t4AaABAg,"❤ Mr. West…. I get thee un-education on the topic of the Holocaust… There was nothing wrong w/ jewish culture or people… it was what king 👑 allowed via money printing…. Mr. West I want you to change your words from “Jews” too “Inflationites” 

Inflationites are taking power from We The People….

Inflationites are slaving man woman &amp; child of America 🇺🇸 

&amp; thee issue of these Inflationites needs to be addressed immediately before Inflationites “sell” us out….of our #1 superpower status…

Mr. Trump is out &amp; proud to be a 0% federal tax paying citizen… let’s encourage Oprah &amp; Elon &amp; Zuckerberg &amp; Gates &amp; etc etc etc….to do the same…

God Bless America 🇺🇸",3.0,e82b8b10b5ddbb8ebf76bf7f1fc7f150,Female,"{""1"": 0.20211843961174938, ""2"": 0.18403091896476395, ""3"": 0.3332369808637613, ""4"": 0.28061366055972536}",0.1495090482366262
Ugw5OjHVjguSLF6Mcm14AaABAg,"Glad this was suggested. I used to love Ellen but through the year I started to pick up lots of weird behaviors, questions and actions towards the guest. Im glad the staff spoke up. TV hosts don't mean they all nice as how they present. They have to be nice for TV don't mean they r really nice. She is only nice to the celeb, but those regular guests have other experience to say. It is sad.",1.0,5eb9de9cdba3f80b1997c345b25fe0aa,Female,"{""1"": 0.2512374929481494, ""2"": 0.28027567081445093, ""3"": 0.23973249277323902, ""4"": 0.22875434346416065}",0.18724999034051337
Ugw5WxXhXfqkgKmBArl4AaABAg,They never apologized lol,1.0,80514039f2440568f87657f295d732a1,Female,"{""1"": 0.3107508129663323, ""2"": 0.26167843637069144, ""3"": 0.18555777748082475, ""4"": 0.24201297318215154}",0.15913550346501745
Ugw5tgq7TDGvMRqc9KN4AaABAg,I bet she is telling the truth,2.0,5eb9de9cdba3f80b1997c345b25fe0aa,Female,"{""1"": 0.18870842370026386, ""2"": 0.2703123254722331, ""3"": 0.45981676669070093, ""4"": 0.08116248413680213}",0.19651844482358144
Ugw6-oWRj7Ht1bWqNWl4AaABAg,"With a lot of overweight people I can see the beauty within if they lost the weight. Countless times grocery shopping I am behind big over wieght people on food stamps. Their shopping cart is full of snacks. Quit eating the snacks, start healthy eating and exercise. I was 80 lbs overweight at one time myself. It is no fun when I got out of breath trying to sit, bending over to tie my shoes. I started eating healthy and exercised. I had too, I was diagnosed with diabetes with kidney damage. To make a long story short, I beat diabetes in 6 months. A lot of hard work! I am probably my doctor's star patient. It takes disclipline and dedication! And it is not going to happen over night. It's easy to get out of shape, and hard to get back into shape. You can do it!",1.0,5eb9de9cdba3f80b1997c345b25fe0aa,Female,"{""1"": 0.16551615455359023, ""2"": 0.20598817185828008, ""3"": 0.32406487531900025, ""4"": 0.30443079826912944}",0.2341226424017106
Ugw6Ro-QDA0u7mrYS0x4AaABAg,The amount of hate this trailer is getting is unbelievable It just goes to show you that racism is still very alive in America. Jesus has been portrayed in movies as a white man with blue eyes since television started. Everyone with common sense knows Jesus was not a white man from Africa. Even the Bible stated he had hair of wool and brown skin. But the moment you change the skin tone on a cartoon character there’s a problem stay woke.,1.0,1ee06d457c279606e28bfa01c438a233,Female,"{""1"": 0.3593760155869582, ""2"": 0.21459321264009645, ""3"": 0.175145889288798, ""4"": 0.25088488248414736}",0.13751716077757178
Ugw6mzQFDtT-Y-F5IFd4AaABAg,Retire girl!,3.0,9353d091e26ba7e7bc594983cdf2d8ac,Female,"{""1"": 0.3591272408617279, ""2"": 0.21111999820877975, ""3"": 0.16700968063423993, ""4"": 0.2627430802952524}",0.2341127067931853
Ugw6ue4o_J7J6bUmah94AaABAg,Can sombody tell me who were the crectors and directors in Hollywood back in the day that make movies showing a black man as the devil and the white man as God.,2.0,5f564ffcb50cab0ead68060d76b72988,Female,"{""1"": 0.26997248667126705, ""2"": 0.216929000765911, ""3"": 0.23455617561400174, ""4"": 0.2785423369488202}",0.20467194159812963
Ugw7GKsc34Uf5b-0pnl4AaABAg,"I stopped being a fan of Ellen a long time ago. Too much of her show was about the dumb games where guests were sprayed in the face with gross things, doused with water, hurled backwards on harnesses, dropped through trapdoors, all the while as Ellen laughed at them (I failed to find the humor in that.) I'm sure the guests who participated had to sign a lengthy legal liability waiver first. Real funny.",1.0,9353d091e26ba7e7bc594983cdf2d8ac,Female,"{""1"": 0.2796342701926181, ""2"": 0.24677639092882606, ""3"": 0.19829038372872074, ""4"": 0.2752989551498351}",0.17373349069666322
Ugw7Ik9BVeyqhjs4PnV4AaABAg,"She only talks to rich people, of course they will say something nice about her",2.0,5eb9de9cdba3f80b1997c345b25fe0aa,Female,"{""1"": 0.34446946982577775, ""2"": 0.30399321775829624, ""3"": 0.196272764553333, ""4"": 0.155264547862593}",0.16642868362422159
Ugw7Sr4o6aW2aqq1FIh4AaABAg,"I wasn't surprised. Emma Watson made that 'He For She' initiative, speaking at the UN (funny it isn't equality in its own title). She and others like her shot down at men for years. Now she talks down at women, because trans are considered the new victim group.",2.0,1ee06d457c279606e28bfa01c438a233,Female,"{""1"": 0.15256042269665157, ""2"": 0.22197408405528476, ""3"": 0.27625123916904704, ""4"": 0.34921425407901663}",0.20671608771234803
Ugw7aPBrJD3859PGtLh4AaABAg,"Now,imagine making a Tiana (Princess and the Frog) live action and changing her race to Caucasian,Indian or Asian... Everyone would be, “yo that’s racist!”",3.0,80514039f2440568f87657f295d732a1,Female,"{""1"": 0.2323048275689395, ""2"": 0.2148468292953463, ""3"": 0.2148468292953463, ""4"": 0.3380015138403679}",0.2077088044490125
Ugw80Cu-GvN1Tq5YmJV4AaABAg,This sounds so fake and computer generated,1.0,5f564ffcb50cab0ead68060d76b72988,Female,"{""1"": 0.34729672869625905, ""2"": 0.3017366120423584, ""3"": 0.21064610374880974, ""4"": 0.1403205555125728}",0.1452820456853292
Ugw8jwMS03bInfkJe5N4AaABAg,"IF (big IF) Rowling said she would 'never forgive', she was wrong to say it. People with different views have to share this Earth and the only way to do that is through forgiveness.",2.0,e82b8b10b5ddbb8ebf76bf7f1fc7f150,Female,"{""1"": 0.18753076873233593, ""2"": 0.2728556579350188, ""3"": 0.2445862457007814, ""4"": 0.29502732763186384}",0.17769255976351434
Ugw8lm3z7RjDZYtbLBR4AaABAg,This recording doesn't sound legit to me. This is probably someone who edited. I'm not convinced that it's true. There are so many lies out there.,2.0,5eb9de9cdba3f80b1997c345b25fe0aa,Female,"{""1"": 0.1855395832097697, ""2"": 0.2829140685937561, ""3"": 0.2657731740982371, ""4"": 0.2657731740982371}",0.17247698252472976
Ugw8lmZ8yP2Rdawr19d4AaABAg,Rich folk loving other rich folk no surprise there lmao,2.0,80514039f2440568f87657f295d732a1,Female,"{""1"": 0.3216579866033419, ""2"": 0.21764468967400993, ""3"": 0.19816772686990095, ""4"": 0.26252959685274724}",0.20593398228436036
Ugw9NHfnFOtvJbjx_at4AaABAg,Black people are not Jews/Israel stop stealing history everywhere,3.0,1ee06d457c279606e28bfa01c438a233,Female,"{""1"": 0.23297784499775817, ""2"": 0.160123185099461, ""3"": 0.24037336217680613, ""4"": 0.3665256077259747}",0.19782294016891513
Ugw9RGLeZY-mWwwjA_Z4AaABAg,JK Rowling has my respect and much love to her ❤,1.0,5b0a7f3d17b66540674a4305eb32604e,Male,"{""1"": 0.38250350620911144, ""2"": 0.2469628161604621, ""3"": 0.13853358311136837, ""4"": 0.2320000945190581}",0.12882703747911833
Ugw9Rk8161Pb1mLRvQd4AaABAg,Who is Lizzo ?,1.0,e82b8b10b5ddbb8ebf76bf7f1fc7f150,Female,"{""1"": 0.4034514633914842, ""2"": 0.28165452081955433, ""3"": 0.13304417839721486, ""4"": 0.1818498373917466}",0.12149238559816229
Ugw9efJRWwLHn14nNi94AaABAg,I am not a fan of Lizzo and I don’t agree with her so-called “body positivity” ideal because it is just an excuse to mask her problem with obesity. She maybe talented which I will give her that. What ponders me is that did she use the same legal tactics in order get her first album released years ago. Was the record label going to drop Lizzo before her debut album because her songs that she wrote was meant for another artist that record executives had in mind that fits with their company’s image. There is more to it because the truth will reveal its before it hits the courtroom.,2.0,5f564ffcb50cab0ead68060d76b72988,Female,"{""1"": 0.369433610341638, ""2"": 0.25790621135423714, ""3"": 0.17180260733207403, ""4"": 0.20085757097205076}",0.18926107082489263
Ugw9h4kymsSB-1_5Wst4AaABAg,Somebody wants to get noticed🙄,1.0,276cbe932710f817028a14564a543ae3,Male,"{""1"": 0.43940926053646534, ""2"": 0.2623832346847617, ""3"": 0.16419525409462574, ""4"": 0.1340122506841472}",0.1070065759541352
Ugw9jOBK0D_zn2uSUsN4AaABAg,That is true what are you Christians like to call Christ he went white,1.0,9353d091e26ba7e7bc594983cdf2d8ac,Female,"{""1"": 0.2730561778436615, ""2"": 0.2447659877582464, ""3"": 0.2486204913820675, ""4"": 0.23355734301602465}",0.17617972263657547
Ugw9n8W2oT0ZaEdg3sl4AaABAg,They did the same to Farrakhan too 🤣 just proves their points,1.0,276cbe932710f817028a14564a543ae3,Male,"{""1"": 0.21862402188511923, ""2"": 0.24011151798643807, ""3"": 0.2516347024161756, ""4"": 0.2896297577122672}",0.20385184506432052
Ugw9uTeJtAVA82ivS-d4AaABAg,This is almost like a cancel campaign for Ellen... All these fired employees coming out of no where to join the band wagon 5/10/15 years later in an attempt to get Ellen destroyed because of their bitterness and jealousy. 😤,1.0,276cbe932710f817028a14564a543ae3,Male,"{""1"": 0.30534280649446227, ""2"": 0.2694640816229049, ""3"": 0.19107865351406741, ""4"": 0.23411445836856537}",0.16162003480495535
Ugw9zP3PI3VhNpi64FF4AaABAg,"Who says Ariel is white? When I was a kid and watched The Little Mermaid, there were times when her skin was so dark she could have been any race. Disney did the same thing with the skin colors in Pocohontas. There were times when they matched the skin colors of Pocohontas and John Smith. I liked it that they used different shades of brown and pink and purple to show that there is hardly any difference in color. Maybe they just chose Halle for her beautiful voice and lovely face and they just didn't consider her skin tone. She's perfect. I am glad for the controversy. It will make Halle a superstar in less than a year. Good for her.",1.0,e82b8b10b5ddbb8ebf76bf7f1fc7f150,Female,"{""1"": 0.24124733528762254, ""2"": 0.2691308790331189, ""3"": 0.21625272976274199, ""4"": 0.2733690559165166}",0.19240823002994945
UgwADmbrI473n68c1VZ4AaABAg,"May the world come to truth in due time. The truth will one day be told! Lord protect Ye! 

‘I know thy works and tribulation and poverty (but thou art rich), and I know the blasphemy of them that say they are Jews and are not, but are the synagogue of Satan.’ -Revelation 2:9",1.0,5f564ffcb50cab0ead68060d76b72988,Female,"{""1"": 0.3542302538503568, ""2"": 0.22516243551202159, ""3"": 0.1809231233061011, ""4"": 0.23968418733152055}",0.1394745934028715
UgwAUYwUzVnZ8XW-GJZ4AaABAg,"If people criticize Ellen, her fans will call them “homophobic”. I hate when gay people like her would go and harass others, but when criticized or called out, it’s homophobic or racist or sexist. I hate people like her! Period... she's toxic af !!!",3.0,5b0a7f3d17b66540674a4305eb32604e,Male,"{""1"": 0.3436366784260343, ""2"": 0.2398970640501377, ""3"": 0.17279137686198437, ""4"": 0.24367488066184362}",0.2298220804397522
UgwAi_q2aAXBlZwubzN4AaABAg,"Being such a huge media house, they failed to analyse the fake generated audio, what a shame, the speed, the tone, the normalised pitch of the heated talk, everything seems odd as I can generate better fake audios in trumps/bidens/even in your voice saying all sort of illegal or graphic statements.(this day and age everything can be falsely made by computer even messages).I thought this was a professional media house but maybe you r also trying to pass on a narrative provided to you, so for the time being m unsubscribing as I don't want to be shown false narrated news.",2.0,5b0a7f3d17b66540674a4305eb32604e,Male,"{""1"": 0.4027853259503879, ""2"": 0.23678526048094, ""3"": 0.14817645834470372, ""4"": 0.21225295522396836}",0.2029350843072486
UgwArQc776u1rh9Gp7t4AaABAg,Jk rowling better not come near me 8f theres a bus,3.0,5eb9de9cdba3f80b1997c345b25fe0aa,Female,"{""1"": 0.26545351865969447, ""2"": 0.16873251069251233, ""3"": 0.19726829809286245, ""4"": 0.36854567255493076}",0.21978508218477685
UgwBH2eIrO6QAKFHoz94AaABAg,Go JK!,1.0,e82b8b10b5ddbb8ebf76bf7f1fc7f150,Female,"{""1"": 0.36585799922636125, ""2"": 0.2514503012492402, ""3"": 0.19582969439821238, ""4"": 0.18686200512618617}",0.13465750232785081
UgwBn5KxRiJu3BE4Gz14AaABAg,AIIII YOU FOOLS CANT SEE THAT 😂😂😂😂😂😂😂😂,2.0,2dc0ccbf44154f06a0a8bf39a76e3e25,Female,"{""1"": 0.303230706123885, ""2"": 0.14549169704317877, ""3"": 0.1432360627244613, ""4"": 0.408041534108475}",0.252286941045235
UgwBrs-Kj1KyBeqRD_x4AaABAg,I never heard of her until this was in the news. I'm speechless she is even a thing....whaaaaa.... how..... 😂😂😂😂😂😂😂😂😂😂😂..... some things you just can't unsee.,3.0,9353d091e26ba7e7bc594983cdf2d8ac,Female,"{""1"": 0.18492185061058922, ""2"": 0.22657097311209612, ""3"": 0.2030969361342406, ""4"": 0.38541024014307407}",0.217281510773996
