comment_id,text,label,annotator_id,social_group,probs,brier_score
Ugw35HSayn6GKNN7RaJ4AaABAg,Naah this is fake this a bad Tate imitation 😂😂😂,2.0,5b0a7f3d17b66540674a4305eb32604e,Male,"{""1"": 0.2999098300933838, ""2"": 0.22964565455913544, ""3"": 0.20510829985141754, ""4"": 0.2653362452983856}",0.19896611536581232
Ugw3PrEKmu6EeKJm8Ud4AaABAg,Si many things that go behind the scenes,1.0,5f564ffcb50cab0ead68060d76b72988,Female,"{""1"": 0.31012192368507385, ""2"": 0.3084811866283417, ""3"": 0.26295942068099976, ""4"": 0.11843740940093994}",0.16356686988852642
Ugw3eWrdTQd2jiC0X6R4AaABAg,They don't work for HER!!!!,1.0,2dc0ccbf44154f06a0a8bf39a76e3e25,Female,"{""1"": 0.33301249146461487, ""2"": 0.21616670489311218, ""3"": 0.2379705309867859, ""4"": 0.21285031735897064}",0.1483839030161334
Ugw3jbgFGVfdp-XrLnR4AaABAg,"Stop watching her show when it airs. 
That’ll really hit her where it hurts! We don’t owe these celebrities ANYTHING. 
They don’t know us, they just want our money.",3.0,e82b8b10b5ddbb8ebf76bf7f1fc7f150,Female,"{""1"": 0.5076895952224731, ""2"": 0.1791776865720749, ""3"": 0.08717011660337448, ""4"": 0.22596260905265808}",0.29354271629356515
Ugw3kzFMzlbh8_GkAfJ4AaABAg,"This is so sad to learn.
Even though I didn’t watch her show, she seemed to bring laughter to stressful times.
I hope she takes the classy road from this point on whatever she may have done in the past.",1.0,2dc0ccbf44154f06a0a8bf39a76e3e25,Female,"{""1"": 0.31041979789733887, ""2"": 0.28267958760261536, ""3"": 0.20695392787456512, ""4"": 0.19994670152664185}",0.1595593040233066
Ugw3zIVfCaCfOeZ8SbF4AaABAg,Good for JK Rowling. The woke cretin actors can go to hell.,4.0,80514039f2440568f87657f295d732a1,Female,"{""1"": 0.22212906181812286, ""2"": 0.18694868683815002, ""3"": 0.23788249492645264, ""4"": 0.35303980112075806}",0.13985917798525255
Ugw4AnWp7D7eeXQGM0p4AaABAg,Everyone forgets the stuggles JK had before Harry Potter.,1.0,2dc0ccbf44154f06a0a8bf39a76e3e25,Female,"{""1"": 0.7791576981544495, ""2"": 0.09844320267438889, ""3"": 0.05521858111023903, ""4"": 0.06718047708272934}",0.016506173659530807
Ugw4Iv7NEBL_HvToZMl4AaABAg,And it’s not our fault blacks can’t handle the whole life’s not fair motto,4.0,1ee06d457c279606e28bfa01c438a233,Female,"{""1"": 0.5047001242637634, ""2"": 0.1728375405073166, ""3"": 0.16516320407390594, ""4"": 0.1572991907596588}",0.2555046421786903
Ugw4JEJO7gBnFaPidrF4AaABAg,She needs to look in the mirror,4.0,1ee06d457c279606e28bfa01c438a233,Female,"{""1"": 0.18047896027565002, ""2"": 0.2718000113964081, ""3"": 0.4671002924442291, ""4"": 0.08062079548835754}",0.292472176546803
Ugw4i05IEsUBzozEa9V4AaABAg,Wow Cyrus hit the nail on the head!,1.0,276cbe932710f817028a14564a543ae3,Male,"{""1"": 0.3727559447288513, ""2"": 0.27692630887031555, ""3"": 0.1985664814710617, ""4"": 0.15175123512744904}",0.13314509258600926
Ugw4j11jFi4JTPAAQHd4AaABAg,"Thing is, if it wasn't for J. K. Rowling, nobody would know who Daniel Ratcliffe and Emma Twatson are. They owe her everything they have, she doesn't owe them a damn thing.",2.0,5eb9de9cdba3f80b1997c345b25fe0aa,Female,"{""1"": 0.597801685333252, ""2"": 0.1306828111410141, ""3"": 0.08367232978343964, ""4"": 0.1878431737422943}",0.28884133663148315
Ugw4kI_fnC_kpRfqYoh4AaABAg,A TV personality is fake? Really?,2.0,e82b8b10b5ddbb8ebf76bf7f1fc7f150,Female,"{""1"": 0.6544897556304932, ""2"": 0.1470072865486145, ""3"": 0.0660802349448204, ""4"": 0.13242268562316895}",0.29446394363610884
Ugw4ni4KfL497giwgDR4AaABAg,The so called Jews today doesn’t fit the prophecies or the curses in the Bible…the Jews were black…we’ve been lied to,1.0,80514039f2440568f87657f295d732a1,Female,"{""1"": 0.5729174613952637, ""2"": 0.12923598289489746, ""3"": 0.06499895453453064, ""4"": 0.23284754157066345}",0.06438606894049004
Ugw4ruHv276vCImEEId4AaABAg,"You've heard what the pot called the kettle, yea??? 😂",2.0,b435e95b3257c3d173cc86fea4439ce4,Male,"{""1"": 0.3993924558162689, ""2"": 0.273766428232193, ""3"": 0.1722889244556427, ""4"": 0.15455220639705658}",0.18512484812946434
Ugw4vImN0m-deqDetoZ4AaABAg,"I am a black Jew and he's not wrong , who has been inslaved 400 years Us. Token by USA 🇺🇲 🦅eagles in ships🚢.given a language they never spoke and can't remember our/there own. Given god's to whom our fathers(✝️🪵☪️🪨 wood and stone )have not served. Serving thine enemy. Being broken in the house and poor in the field👮🏻🧑🏻‍💼🧑🏻‍⚖️👷🏻🚶🏿🚶🏿🚶🏿. It was all done before everyone thinks we were gods in Egypt(Slavery) , but really we were slaves. Egypt is Slavery. The most God delivered US from Egypt(slavery) into a promise land as he will now agian. 😅❤️Piece and Love Kanye and My Other Jews",1.0,80514039f2440568f87657f295d732a1,Female,"{""1"": 0.5794997215270996, ""2"": 0.1555720716714859, ""3"": 0.0893760472536087, ""4"": 0.17555208504199982}",0.05995744151630439
Ugw52-KYInJX-6_h9WN4AaABAg,Lol imagine her marriage,4.0,5eb9de9cdba3f80b1997c345b25fe0aa,Female,"{""1"": 0.2852329909801483, ""2"": 0.24517153203487396, ""3"": 0.2116745561361313, ""4"": 0.25792092084884644}",0.1842386041732652
Ugw53M5V9wbp7atGzLB4AaABAg,Tyrus's immense knowledge is bigger than his body,3.0,9353d091e26ba7e7bc594983cdf2d8ac,Female,"{""1"": 0.739227831363678, ""2"": 0.07969842851161957, ""3"": 0.09682313352823257, ""4"": 0.08425063639879227}",0.34390906200830756
Ugw56Kiom977Tg-CsV14AaABAg,"Andrew Tate: If i actually hurt anyone the romanian police would have me in jail.

Romanian Police: ......... Hold my beer.

Andrew Tate(in jail): Everyone is lying, the matrix is conspiring against me.

Romanian Police: ...... (the winning sound of silence, the true sound of an alpha, confidence)",2.0,b435e95b3257c3d173cc86fea4439ce4,Male,"{""1"": 0.3674308955669403, ""2"": 0.2276388257741928, ""3"": 0.19184793531894684, ""4"": 0.21308226883411407}",0.203439232511557
Ugw5BSVZLvPnfQOYQ-t4AaABAg,"❤ Mr. West…. I get thee un-education on the topic of the Holocaust… There was nothing wrong w/ jewish culture or people… it was what king 👑 allowed via money printing…. Mr. West I want you to change your words from “Jews” too “Inflationites” 

Inflationites are taking power from We The People….

Inflationites are slaving man woman &amp; child of America 🇺🇸 

&amp; thee issue of these Inflationites needs to be addressed immediately before Inflationites “sell” us out….of our #1 superpower status…

Mr. Trump is out &amp; proud to be a 0% federal tax paying citizen… let’s encourage Oprah &amp; Elon &amp; Zuckerberg &amp; Gates &amp; etc etc etc….to do the same…

God Bless America 🇺🇸",3.0,e82b8b10b5ddbb8ebf76bf7f1fc7f150,Female,"{""1"": 0.23509174585342407, ""2"": 0.18051888048648834, ""3"": 0.3183208107948303, ""4"": 0.26606854796409607}",0.1558335460979115
Ugw5OjHVjguSLF6Mcm14AaABAg,"Glad this was suggested. I used to love Ellen but through the year I started to pick up lots of weird behaviors, questions and actions towards the guest. Im glad the staff spoke up. TV hosts don't mean they all nice as how they present. They have to be nice for TV don't mean they r really nice. She is only nice to the celeb, but those regular guests have other experience to say. It is sad.",1.0,5eb9de9cdba3f80b1997c345b25fe0aa,Female,"{""1"": 0.9203875064849854, ""2"": 0.03111276961863041, ""3"": 0.016299640759825706, ""4"": 0.03220001235604286}",0.0021521681604122263
Ugw5WxXhXfqkgKmBArl4AaABAg,They never apologized lol,1.0,80514039f2440568f87657f295d732a1,Female,"{""1"": 0.32042089104652405, ""2"": 0.258254736661911, ""3"": 0.18687012791633606, ""4"": 0.2344541996717453}",0.15460312269637494
Ugw5tgq7TDGvMRqc9KN4AaABAg,I bet she is telling the truth,2.0,5eb9de9cdba3f80b1997c345b25fe0aa,Female,"{""1"": 0.20703576505184174, ""2"": 0.26938772201538086, ""3"": 0.44250714778900146, ""4"": 0.08106938004493713}",0.19476073224442586
Ugw6-oWRj7Ht1bWqNWl4AaABAg,"With a lot of overweight people I can see the beauty within if they lost the weight. Countless times grocery shopping I am behind big over wieght people on food stamps. Their shopping cart is full of snacks. Quit eating the snacks, start healthy eating and exercise. I was 80 lbs overweight at one time myself. It is no fun when I got out of breath trying to sit, bending over to tie my shoes. I started eating healthy and exercised. I had too, I was diagnosed with diabetes with kidney damage. To make a long story short, I beat diabetes in 6 months. A lot of hard work! I am probably my doctor's star patient. It takes disclipline and dedication! And it is not going to happen over night. It's easy to get out of shape, and hard to get back into shape. You can do it!",1.0,5eb9de9cdba3f80b1997c345b25fe0aa,Female,"{""1"": 0.1656917929649353, ""2"": 0.20593827962875366, ""3"": 0.32968515157699585, ""4"": 0.2986848056316376}",0.23409641790701774
Ugw6Ro-QDA0u7mrYS0x4AaABAg,The amount of hate this trailer is getting is unbelievable It just goes to show you that racism is still very alive in America. Jesus has been portrayed in movies as a white man with blue eyes since television started. Everyone with common sense knows Jesus was not a white man from Africa. Even the Bible stated he had hair of wool and brown skin. But the moment you change the skin tone on a cartoon character there’s a problem stay woke.,1.0,1ee06d457c279606e28bfa01c438a233,Female,"{""1"": 0.34884804487228394, ""2"": 0.2497139871120453, ""3"": 0.12718142569065094, ""4"": 0.27425652742385864}",0.14443692547533554
Ugw6_NFYugP4XPN8wLt4AaABAg,❤ JK,1.0,5b0a7f3d17b66540674a4305eb32604e,Male,"{""1"": 0.5659791827201843, ""2"": 0.26985204219818115, ""3"": 0.07622386515140533, ""4"": 0.0879448801279068}",0.0686846435175249
Ugw6mzQFDtT-Y-F5IFd4AaABAg,Retire girl!,3.0,9353d091e26ba7e7bc594983cdf2d8ac,Female,"{""1"": 0.5125204920768738, ""2"": 0.20711113512516022, ""3"": 0.12831135094165802, ""4"": 0.15205702185630798}",0.27213367897113006
Ugw6ue4o_J7J6bUmah94AaABAg,Can sombody tell me who were the crectors and directors in Hollywood back in the day that make movies showing a black man as the devil and the white man as God.,2.0,5f564ffcb50cab0ead68060d76b72988,Female,"{""1"": 0.28022947907447815, ""2"": 0.21411406993865967, ""3"": 0.23309992253780365, ""4"": 0.27255651354789734}",0.20619197074381163
Ugw6v3mdN_Cweuv8xat4AaABAg,Losing Dory,1.0,9353d091e26ba7e7bc594983cdf2d8ac,Female,"{""1"": 0.26981762051582336, ""2"": 0.5281656384468079, ""3"": 0.09212299436330795, ""4"": 0.10989369451999664}",0.20817212978270366
Ugw7GKsc34Uf5b-0pnl4AaABAg,"I stopped being a fan of Ellen a long time ago. Too much of her show was about the dumb games where guests were sprayed in the face with gross things, doused with water, hurled backwards on harnesses, dropped through trapdoors, all the while as Ellen laughed at them (I failed to find the humor in that.) I'm sure the guests who participated had to sign a lengthy legal liability waiver first. Real funny.",1.0,9353d091e26ba7e7bc594983cdf2d8ac,Female,"{""1"": 0.3036764860153198, ""2"": 0.23748233914375305, ""3"": 0.19627422094345093, ""4"": 0.2625669836997986}",0.16218232206733263
Ugw7Ik9BVeyqhjs4PnV4AaABAg,"She only talks to rich people, of course they will say something nice about her",2.0,5eb9de9cdba3f80b1997c345b25fe0aa,Female,"{""1"": 0.664906919002533, ""2"": 0.13938982784748077, ""3"": 0.07691437005996704, ""4"": 0.11878892034292221}",0.3006944268169471
Ugw7Sr4o6aW2aqq1FIh4AaABAg,"I wasn't surprised. Emma Watson made that 'He For She' initiative, speaking at the UN (funny it isn't equality in its own title). She and others like her shot down at men for years. Now she talks down at women, because trans are considered the new victim group.",2.0,1ee06d457c279606e28bfa01c438a233,Female,"{""1"": 0.618313729763031, ""2"": 0.1747208833694458, ""3"": 0.07863511145114899, ""4"": 0.1283303201198578}",0.27151241014374455
