comment_id,label,majority_type
284,0.6666666666666666,absolute_majority
285,0.5,no_majority
287,0.5,no_majority
288,1.0,unanimity
289,1.0,unanimity
290,0.5,no_majority
291,1.0,unanimity
292,0.5,no_majority
294,1.0,unanimity
295,0.6666666666666666,absolute_majority
296,1.0,unanimity
297,0.6666666666666666,absolute_majority
298,0.5,no_majority
300,0.3333333333333333,no_majority
301,0.5,no_majority
302,0.5,no_majority
303,1.0,unanimity
304,1.0,unanimity
305,0.5,no_majority
306,0.6666666666666666,absolute_majority
307,1.0,unanimity
308,0.5,no_majority
309,1.0,unanimity
310,1.0,unanimity
311,1.0,unanimity
312,0.5,no_majority
313,1.0,unanimity
314,0.6666666666666666,absolute_majority
315,0.6666666666666666,absolute_majority
317,1.0,unanimity
318,0.5,no_majority
319,0.5,no_majority
320,0.5,no_majority
321,1.0,unanimity
322,0.75,absolute_majority
323,1.0,unanimity
324,1.0,unanimity
325,0.5,no_majority
326,1.0,unanimity
327,0.6666666666666666,absolute_majority
329,1.0,unanimity
331,0.5,no_majority
332,0.3333333333333333,no_majority
334,1.0,unanimity
336,0.6666666666666666,absolute_majority
337,0.6666666666666666,absolute_majority
338,1.0,unanimity
339,0.5,no_majority
341,1.0,unanimity
342,1.0,unanimity
343,0.6666666666666666,absolute_majority
345,0.5,no_majority
346,1.0,unanimity
347,1.0,unanimity
348,0.5,no_majority
349,1.0,unanimity
350,0.6666666666666666,absolute_majority
353,0.5,no_majority
354,1.0,unanimity
355,0.3333333333333333,no_majority
356,1.0,unanimity
357,1.0,unanimity
358,1.0,unanimity
359,1.0,unanimity
360,0.5,no_majority
361,1.0,unanimity
363,0.75,absolute_majority
364,0.5,no_majority
365,1.0,unanimity
366,1.0,unanimity
367,1.0,unanimity
368,0.5,no_majority
369,1.0,unanimity
370,0.5,no_majority
371,1.0,unanimity
372,1.0,unanimity
374,1.0,unanimity
375,1.0,unanimity
376,1.0,unanimity
378,1.0,unanimity
379,1.0,unanimity
381,1.0,unanimity
382,1.0,unanimity
383,1.0,unanimity
384,0.5,no_majority
385,0.5,no_majority
386,1.0,unanimity
387,1.0,unanimity
388,0.5,no_majority
389,0.3333333333333333,no_majority
390,0.5,no_majority
391,1.0,unanimity
392,1.0,unanimity
393,0.5,no_majority
394,1.0,unanimity
395,1.0,unanimity
397,1.0,unanimity
399,0.3333333333333333,no_majority
400,1.0,unanimity
401,1.0,unanimity
402,0.6666666666666666,absolute_majority
404,0.5,no_majority
405,1.0,unanimity
406,1.0,unanimity
407,0.5,no_majority
408,1.0,unanimity
409,0.75,absolute_majority
410,1.0,unanimity
411,1.0,unanimity
412,1.0,unanimity
414,0.6666666666666666,absolute_majority
416,0.75,absolute_majority
417,1.0,unanimity
418,1.0,unanimity
419,0.6666666666666666,absolute_majority
420,1.0,unanimity
422,0.75,absolute_majority
423,0.6666666666666666,absolute_majority
425,1.0,unanimity
426,1.0,unanimity
427,0.75,absolute_majority
429,1.0,unanimity
430,1.0,unanimity
432,1.0,unanimity
433,1.0,unanimity
434,1.0,unanimity
435,1.0,unanimity
436,1.0,unanimity
437,0.5,no_majority
438,1.0,unanimity
439,1.0,unanimity
440,1.0,unanimity
441,1.0,unanimity
442,1.0,unanimity
443,1.0,unanimity
445,0.6666666666666666,absolute_majority
447,1.0,unanimity
448,1.0,unanimity
449,0.75,absolute_majority
450,0.6666666666666666,absolute_majority
451,0.5,no_majority
452,0.75,absolute_majority
453,0.5,no_majority
456,0.5,no_majority
458,0.6666666666666666,absolute_majority
459,1.0,unanimity
460,1.0,unanimity
461,0.6666666666666666,absolute_majority
462,1.0,unanimity
463,0.5,no_majority
464,1.0,unanimity
465,1.0,unanimity
466,1.0,unanimity
468,0.5,no_majority
469,1.0,unanimity
471,1.0,unanimity
472,1.0,unanimity
473,1.0,unanimity
475,1.0,unanimity
476,1.0,unanimity
477,1.0,unanimity
479,0.5,no_majority
480,0.6666666666666666,absolute_majority
481,0.5,no_majority
482,1.0,unanimity
483,0.5,no_majority
486,0.6666666666666666,absolute_majority
488,1.0,unanimity
489,0.5,no_majority
490,1.0,unanimity
491,1.0,unanimity
494,1.0,unanimity
498,0.5,no_majority
499,0.6666666666666666,absolute_majority
500,0.5,no_majority
501,0.6666666666666666,absolute_majority
502,1.0,unanimity
503,1.0,unanimity
504,1.0,unanimity
505,1.0,unanimity
506,0.75,absolute_majority
507,0.6666666666666666,absolute_majority
509,1.0,unanimity
510,0.75,absolute_majority
511,1.0,unanimity
512,0.5,no_majority
515,0.3333333333333333,no_majority
516,1.0,unanimity
518,0.4,no_majority
519,1.0,unanimity
520,0.6666666666666666,absolute_majority
521,1.0,unanimity
522,0.75,absolute_majority
523,0.3333333333333333,no_majority
524,1.0,unanimity
526,0.6666666666666666,absolute_majority
527,0.6666666666666666,absolute_majority
528,0.75,absolute_majority
529,0.6666666666666666,absolute_majority
530,1.0,unanimity
531,1.0,unanimity
532,1.0,unanimity
533,0.5,no_majority
535,0.5,no_majority
536,1.0,unanimity
538,0.5,no_majority
539,1.0,unanimity
540,0.25,no_majority
541,0.6666666666666666,absolute_majority
542,1.0,unanimity
543,1.0,unanimity
544,0.6666666666666666,absolute_majority
545,0.75,absolute_majority
546,1.0,unanimity
547,1.0,unanimity
548,0.5,no_majority
549,0.6666666666666666,absolute_majority
550,0.6666666666666666,absolute_majority
551,1.0,unanimity
552,1.0,unanimity
553,0.3333333333333333,no_majority
554,0.6666666666666666,absolute_majority
556,1.0,unanimity
557,1.0,unanimity
558,1.0,unanimity
559,1.0,unanimity
561,1.0,unanimity
562,0.5,no_majority
563,1.0,unanimity
564,1.0,unanimity
565,1.0,unanimity
566,1.0,unanimity
567,1.0,unanimity
569,0.6666666666666666,absolute_majority
571,1.0,unanimity
572,1.0,unanimity
573,0.6666666666666666,absolute_majority
575,1.0,unanimity
577,0.5,no_majority
578,1.0,unanimity
579,1.0,unanimity
580,0.75,absolute_majority
581,0.5,no_majority
582,0.5,no_majority
583,0.6666666666666666,absolute_majority
584,1.0,unanimity
585,0.5,no_majority
586,0.6666666666666666,absolute_majority
587,1.0,unanimity
588,0.5,no_majority
589,1.0,unanimity
590,0.5,no_majority
591,1.0,unanimity
592,1.0,unanimity
593,1.0,unanimity
594,1.0,unanimity
595,1.0,unanimity
596,0.6666666666666666,absolute_majority
597,1.0,unanimity
598,1.0,unanimity
599,1.0,unanimity
600,1.0,unanimity
601,0.5,no_majority
603,0.5,no_majority
604,0.6666666666666666,absolute_majority
605,1.0,unanimity
606,0.5,no_majority
607,1.0,unanimity
608,1.0,unanimity
609,0.75,absolute_majority
610,0.3333333333333333,no_majority
611,1.0,unanimity
612,1.0,unanimity
613,1.0,unanimity
614,1.0,unanimity
616,0.6666666666666666,absolute_majority
617,1.0,unanimity
619,1.0,unanimity
620,0.6666666666666666,absolute_majority
623,1.0,unanimity
624,1.0,unanimity
625,0.75,absolute_majority
626,0.5,no_majority
628,1.0,unanimity
629,1.0,unanimity
630,0.5,no_majority
631,1.0,unanimity
633,1.0,unanimity
634,0.5,no_majority
635,0.5,no_majority
636,0.6666666666666666,absolute_majority
637,1.0,unanimity
638,0.5,no_majority
639,1.0,unanimity
641,1.0,unanimity
643,0.5,no_majority
644,0.5,no_majority
645,1.0,unanimity
647,0.5,no_majority
649,1.0,unanimity
650,0.5,no_majority
652,1.0,unanimity
653,1.0,unanimity
655,1.0,unanimity
656,1.0,unanimity
657,0.5,no_majority
658,0.75,absolute_majority
659,0.5,no_majority
660,0.6666666666666666,absolute_majority
661,0.3333333333333333,no_majority
662,1.0,unanimity
663,0.6666666666666666,absolute_majority
664,1.0,unanimity
666,1.0,unanimity
667,0.5,no_majority
668,0.5,no_majority
669,0.5,no_majority
670,0.5,no_majority
672,0.5,no_majority
673,1.0,unanimity
674,1.0,unanimity
675,1.0,unanimity
676,1.0,unanimity
678,0.5,no_majority
679,0.6666666666666666,absolute_majority
680,0.5,no_majority
681,1.0,unanimity
682,0.5,no_majority
683,1.0,unanimity
685,0.6666666666666666,absolute_majority
686,0.75,absolute_majority
687,0.6666666666666666,absolute_majority
688,0.6666666666666666,absolute_majority
689,1.0,unanimity
690,0.5,no_majority
691,1.0,unanimity
692,1.0,unanimity
693,0.75,absolute_majority
694,1.0,unanimity
697,1.0,unanimity
698,1.0,unanimity
699,1.0,unanimity
700,1.0,unanimity
701,1.0,unanimity
702,1.0,unanimity
703,1.0,unanimity
704,0.5,no_majority
705,1.0,unanimity
706,1.0,unanimity
707,1.0,unanimity
710,0.5,no_majority
711,0.5,no_majority
712,0.75,absolute_majority
714,1.0,unanimity
715,0.6666666666666666,absolute_majority
716,0.75,absolute_majority
717,1.0,unanimity
718,1.0,unanimity
719,0.75,absolute_majority
720,1.0,unanimity
721,0.5,no_majority
722,1.0,unanimity
723,1.0,unanimity
724,0.6666666666666666,absolute_majority
725,1.0,unanimity
726,0.75,absolute_majority
727,0.3333333333333333,no_majority
728,0.6666666666666666,absolute_majority
730,0.5,no_majority
732,1.0,unanimity
733,1.0,unanimity
734,1.0,unanimity
735,1.0,unanimity
736,1.0,unanimity
737,0.25,no_majority
738,1.0,unanimity
739,0.5,no_majority
740,1.0,unanimity
741,1.0,unanimity
743,0.5,no_majority
744,1.0,unanimity
745,1.0,unanimity
746,0.5,no_majority
747,0.6666666666666666,absolute_majority
749,0.6666666666666666,absolute_majority
750,0.6666666666666666,absolute_majority
751,1.0,unanimity
752,0.3333333333333333,no_majority
753,1.0,unanimity
754,1.0,unanimity
756,1.0,unanimity
757,1.0,unanimity
758,0.5,no_majority
759,1.0,unanimity
760,1.0,unanimity
762,0.6666666666666666,absolute_majority
763,1.0,unanimity
764,0.5,no_majority
765,0.6666666666666666,absolute_majority
766,1.0,unanimity
767,1.0,unanimity
768,1.0,unanimity
769,0.3333333333333333,no_majority
771,0.6666666666666666,absolute_majority
772,0.75,absolute_majority
773,0.3333333333333333,no_majority
774,1.0,unanimity
776,0.3333333333333333,no_majority
777,1.0,unanimity
778,1.0,unanimity
779,1.0,unanimity
780,1.0,unanimity
781,0.5,no_majority
783,1.0,unanimity
784,0.3333333333333333,no_majority
785,0.6666666666666666,absolute_majority
787,0.5,no_majority
788,0.5,no_majority
789,0.5,no_majority
791,1.0,unanimity
792,1.0,unanimity
793,0.6666666666666666,absolute_majority
794,1.0,unanimity
796,0.6666666666666666,absolute_majority
797,1.0,unanimity
798,0.6666666666666666,absolute_majority
799,0.5,no_majority
800,1.0,unanimity
801,0.5,no_majority
802,1.0,unanimity
803,1.0,unanimity
804,0.3333333333333333,no_majority
806,0.5,no_majority
807,0.5,no_majority
808,0.6666666666666666,absolute_majority
809,0.5,no_majority
810,0.5,no_majority
811,1.0,unanimity
814,1.0,unanimity
817,1.0,unanimity
818,1.0,unanimity
819,1.0,unanimity
820,1.0,unanimity
821,0.5,no_majority
823,0.75,absolute_majority
824,1.0,unanimity
826,0.5,no_majority
828,0.6666666666666666,absolute_majority
830,1.0,unanimity
833,1.0,unanimity
834,0.6666666666666666,absolute_majority
836,1.0,unanimity
837,0.5,no_majority
840,1.0,unanimity
841,0.75,absolute_majority
842,1.0,unanimity
843,1.0,unanimity
844,1.0,unanimity
845,0.5,no_majority
846,1.0,unanimity
847,0.6666666666666666,absolute_majority
848,1.0,unanimity
849,1.0,unanimity
850,1.0,unanimity
851,1.0,unanimity
852,0.5,no_majority
853,0.75,absolute_majority
854,0.6666666666666666,absolute_majority
855,1.0,unanimity
856,0.5,no_majority
857,1.0,unanimity
858,1.0,unanimity
860,1.0,unanimity
861,1.0,unanimity
862,1.0,unanimity
863,1.0,unanimity
865,0.3333333333333333,no_majority
866,1.0,unanimity
868,1.0,unanimity
869,1.0,unanimity
871,0.6666666666666666,absolute_majority
872,0.5,no_majority
873,1.0,unanimity
874,1.0,unanimity
875,1.0,unanimity
876,1.0,unanimity
877,1.0,unanimity
879,0.3333333333333333,no_majority
882,0.5,no_majority
883,1.0,unanimity
884,0.6666666666666666,absolute_majority
885,0.5,no_majority
886,0.6666666666666666,absolute_majority
888,0.6666666666666666,absolute_majority
889,0.5,no_majority
891,1.0,unanimity
892,0.5,no_majority
893,1.0,unanimity
894,1.0,unanimity
895,1.0,unanimity
896,1.0,unanimity
897,1.0,unanimity
898,1.0,unanimity
899,1.0,unanimity
900,1.0,unanimity
901,0.3333333333333333,no_majority
902,0.6666666666666666,absolute_majority
903,0.6666666666666666,absolute_majority
904,0.5,no_majority
905,0.6666666666666666,absolute_majority
906,0.5,no_majority
907,1.0,unanimity
908,1.0,unanimity
909,1.0,unanimity
910,1.0,unanimity
911,1.0,unanimity
912,0.5,no_majority
913,1.0,unanimity
914,1.0,unanimity
915,1.0,unanimity
916,1.0,unanimity
917,1.0,unanimity
918,0.5,no_majority
919,1.0,unanimity
920,0.75,absolute_majority
921,0.5,no_majority
922,0.5,no_majority
923,0.5,no_majority
925,1.0,unanimity
926,0.5,no_majority
927,1.0,unanimity
931,0.5,no_majority
933,0.5,no_majority
934,1.0,unanimity
935,0.3333333333333333,no_majority
937,1.0,unanimity
938,1.0,unanimity
939,1.0,unanimity
940,1.0,unanimity
941,1.0,unanimity
943,0.6666666666666666,absolute_majority
944,1.0,unanimity
945,0.5,no_majority
946,0.75,absolute_majority
947,0.5,no_majority
948,1.0,unanimity
949,1.0,unanimity
951,1.0,unanimity
952,1.0,unanimity
955,1.0,unanimity
956,1.0,unanimity
957,0.5,no_majority
958,0.5,no_majority
959,1.0,unanimity
960,0.3333333333333333,no_majority
961,1.0,unanimity
962,0.5,no_majority
965,1.0,unanimity
966,0.75,absolute_majority
967,1.0,unanimity
969,0.5,no_majority
970,1.0,unanimity
971,1.0,unanimity
972,1.0,unanimity
973,0.5,no_majority
975,0.5,no_majority
976,1.0,unanimity
977,1.0,unanimity
978,1.0,unanimity
979,1.0,unanimity
980,0.5,no_majority
981,1.0,unanimity
982,0.6666666666666666,absolute_majority
984,0.5,no_majority
985,1.0,unanimity
986,1.0,unanimity
987,1.0,unanimity
989,1.0,unanimity
990,0.6666666666666666,absolute_majority
994,1.0,unanimity
995,0.5,no_majority
999,0.5,no_majority
1000,1.0,unanimity
1001,0.6666666666666666,absolute_majority
1002,0.5,no_majority
1003,0.6666666666666666,absolute_majority
1004,1.0,unanimity
1005,1.0,unanimity
1006,0.3333333333333333,no_majority
1007,1.0,unanimity
1008,0.5,no_majority
1009,0.6666666666666666,absolute_majority
1010,0.6666666666666666,absolute_majority
1011,1.0,unanimity
1012,1.0,unanimity
1013,0.6666666666666666,absolute_majority
1014,1.0,unanimity
1015,0.8,absolute_majority
1016,1.0,unanimity
1017,0.6666666666666666,absolute_majority
1019,0.75,absolute_majority
1020,1.0,unanimity
1021,0.25,no_majority
1022,0.5,no_majority
1023,1.0,unanimity
1024,1.0,unanimity
1025,1.0,unanimity
1026,0.6666666666666666,absolute_majority
1027,0.5,no_majority
1028,1.0,unanimity
1029,1.0,unanimity
1030,1.0,unanimity
1031,1.0,unanimity
1032,0.6666666666666666,absolute_majority
1034,1.0,unanimity
1036,0.6666666666666666,absolute_majority
1039,1.0,unanimity
1040,0.25,no_majority
1041,1.0,unanimity
1042,0.5,no_majority
1043,1.0,unanimity
1044,0.75,absolute_majority
1045,1.0,unanimity
1046,1.0,unanimity
1047,0.5,no_majority
1048,0.75,absolute_majority
1049,0.75,absolute_majority
1051,1.0,unanimity
1052,1.0,unanimity
1054,0.75,absolute_majority
1056,1.0,unanimity
1057,1.0,unanimity
1058,0.75,absolute_majority
1059,1.0,unanimity
1060,1.0,unanimity
1061,0.5,no_majority
1063,1.0,unanimity
1064,0.5,no_majority
1065,1.0,unanimity
1068,1.0,unanimity
1069,0.5,no_majority
1070,1.0,unanimity
1071,0.75,absolute_majority
1072,1.0,unanimity
1073,1.0,unanimity
1075,0.5,no_majority
1076,0.6666666666666666,absolute_majority
1078,0.5,no_majority
1079,1.0,unanimity
1081,0.5,no_majority
1082,0.6666666666666666,absolute_majority
1083,1.0,unanimity
1085,1.0,unanimity
1086,1.0,unanimity
1087,1.0,unanimity
1088,1.0,unanimity
1089,0.5,no_majority
1090,1.0,unanimity
1091,1.0,unanimity
1093,1.0,unanimity
1094,0.5,no_majority
1096,1.0,unanimity
1097,1.0,unanimity
1098,1.0,unanimity
1099,1.0,unanimity
1100,0.5,no_majority
1102,0.6666666666666666,absolute_majority
1103,1.0,unanimity
1104,1.0,unanimity
1105,1.0,unanimity
1106,0.3333333333333333,no_majority
1107,0.6666666666666666,absolute_majority
1108,1.0,unanimity
1111,1.0,unanimity
1112,0.5,no_majority
1113,0.6666666666666666,absolute_majority
1114,1.0,unanimity
1116,1.0,unanimity
1117,1.0,unanimity
1118,1.0,unanimity
1119,0.5,no_majority
1120,1.0,unanimity
1121,1.0,unanimity
1122,0.5,no_majority
1123,0.5,no_majority
1124,0.5,no_majority
1126,1.0,unanimity
1127,1.0,unanimity
1128,1.0,unanimity
1129,0.5,no_majority
1130,0.5,no_majority
1132,1.0,unanimity
1133,0.6666666666666666,absolute_majority
1135,1.0,unanimity
1136,0.6666666666666666,absolute_majority
1137,1.0,unanimity
1138,0.75,absolute_majority
1139,1.0,unanimity
1140,1.0,unanimity
1143,0.6666666666666666,absolute_majority
1146,1.0,unanimity
1147,1.0,unanimity
1149,1.0,unanimity
1150,1.0,unanimity
1151,1.0,unanimity
1152,0.6666666666666666,absolute_majority
1153,0.5,no_majority
1154,1.0,unanimity
1155,1.0,unanimity
1156,0.6666666666666666,absolute_majority
1157,1.0,unanimity
1158,1.0,unanimity
1159,1.0,unanimity
1160,1.0,unanimity
1161,0.6666666666666666,absolute_majority
1162,1.0,unanimity
1163,1.0,unanimity
1166,0.6666666666666666,absolute_majority
1167,1.0,unanimity
1168,0.5,no_majority
1169,0.6666666666666666,absolute_majority
1172,0.3333333333333333,no_majority
1173,0.6666666666666666,absolute_majority
1176,1.0,unanimity
1178,0.5,no_majority
1179,1.0,unanimity
1180,0.5,no_majority
1181,1.0,unanimity
1182,0.5,no_majority
1184,0.6666666666666666,absolute_majority
1185,0.6666666666666666,absolute_majority
1186,1.0,unanimity
1187,1.0,unanimity
1188,1.0,unanimity
1189,1.0,unanimity
1190,1.0,unanimity
1191,0.6666666666666666,absolute_majority
1192,1.0,unanimity
1193,1.0,unanimity
1194,1.0,unanimity
1195,1.0,unanimity
1196,0.6666666666666666,absolute_majority
1198,1.0,unanimity
1199,1.0,unanimity
1200,0.75,absolute_majority
1201,0.3333333333333333,no_majority
1202,0.5,no_majority
1203,1.0,unanimity
1204,1.0,unanimity
1205,0.3333333333333333,no_majority
1206,1.0,unanimity
1207,1.0,unanimity
1208,0.75,absolute_majority
1209,1.0,unanimity
1210,0.5,no_majority
1211,1.0,unanimity
1212,0.5,no_majority
1214,0.5,no_majority
1215,1.0,unanimity
1216,1.0,unanimity
1217,0.5,no_majority
1218,0.5,no_majority
1220,1.0,unanimity
1221,1.0,unanimity
1222,1.0,unanimity
1223,1.0,unanimity
1224,0.4,no_majority
1225,0.5,no_majority
1226,1.0,unanimity
1227,0.5,no_majority
1228,1.0,unanimity
1230,0.6666666666666666,absolute_majority
1231,1.0,unanimity
1232,0.5,no_majority
1233,1.0,unanimity
1234,1.0,unanimity
1236,1.0,unanimity
1237,1.0,unanimity
1238,1.0,unanimity
1240,1.0,unanimity
1241,0.6666666666666666,absolute_majority
1243,0.6666666666666666,absolute_majority
1244,0.75,absolute_majority
1247,1.0,unanimity
1249,1.0,unanimity
1250,1.0,unanimity
1251,1.0,unanimity
1252,1.0,unanimity
1253,0.6666666666666666,absolute_majority
1254,0.5,no_majority
1255,1.0,unanimity
1258,1.0,unanimity
1259,1.0,unanimity
1261,0.5,no_majority
1262,1.0,unanimity
1263,1.0,unanimity
1264,0.6666666666666666,absolute_majority
1265,1.0,unanimity
1266,0.5,no_majority
1267,1.0,unanimity
1268,1.0,unanimity
1269,0.5,no_majority
1270,1.0,unanimity
1271,1.0,unanimity
1272,1.0,unanimity
1273,1.0,unanimity
1274,0.6666666666666666,absolute_majority
1275,1.0,unanimity
1276,1.0,unanimity
1277,1.0,unanimity
1278,1.0,unanimity
1283,0.75,absolute_majority
1284,0.6666666666666666,absolute_majority
1285,0.6666666666666666,absolute_majority
1286,0.5,no_majority
1287,1.0,unanimity
1291,1.0,unanimity
1292,1.0,unanimity
1294,1.0,unanimity
1295,1.0,unanimity
1296,1.0,unanimity
1298,1.0,unanimity
1300,1.0,unanimity
1301,0.6666666666666666,absolute_majority
1303,0.75,absolute_majority
1304,0.5,no_majority
1305,0.25,no_majority
1306,1.0,unanimity
1308,1.0,unanimity
1309,0.75,absolute_majority
1310,1.0,unanimity
1311,1.0,unanimity
1312,0.6666666666666666,absolute_majority
1313,1.0,unanimity
1314,1.0,unanimity
1315,1.0,unanimity
1316,1.0,unanimity
1317,0.6666666666666666,absolute_majority
1318,1.0,unanimity
1319,0.6666666666666666,absolute_majority
1320,1.0,unanimity
1321,0.5,no_majority
1322,0.6666666666666666,absolute_majority
1323,1.0,unanimity
1324,0.5,no_majority
1325,0.5,no_majority
1327,1.0,unanimity
1328,0.6666666666666666,absolute_majority
1329,1.0,unanimity
1330,1.0,unanimity
1331,0.5,no_majority
1332,0.5,no_majority
1333,0.6666666666666666,absolute_majority
1334,0.6666666666666666,absolute_majority
1335,0.5,no_majority
1336,0.6666666666666666,absolute_majority
1337,1.0,unanimity
1338,1.0,unanimity
1339,1.0,unanimity
1340,1.0,unanimity
1341,1.0,unanimity
1342,1.0,unanimity
1343,1.0,unanimity
1344,1.0,unanimity
1346,1.0,unanimity
1347,1.0,unanimity
1349,1.0,unanimity
1350,1.0,unanimity
1351,1.0,unanimity
1353,0.3333333333333333,no_majority
1354,0.3333333333333333,no_majority
1355,1.0,unanimity
1357,1.0,unanimity
1358,0.5,no_majority
1359,1.0,unanimity
1360,1.0,unanimity
1361,1.0,unanimity
1362,1.0,unanimity
1363,0.5,no_majority
1364,1.0,unanimity
1365,0.75,absolute_majority
1368,1.0,unanimity
1369,1.0,unanimity
1370,1.0,unanimity
1371,1.0,unanimity
1372,1.0,unanimity
1373,1.0,unanimity
1374,1.0,unanimity
1375,1.0,unanimity
1376,1.0,unanimity
1377,1.0,unanimity
1378,0.6666666666666666,absolute_majority
1379,1.0,unanimity
1380,1.0,unanimity
1381,0.5,no_majority
1382,0.5,no_majority
1383,1.0,unanimity
1385,1.0,unanimity
1386,1.0,unanimity
1387,1.0,unanimity
1388,1.0,unanimity
1389,1.0,unanimity
