comment_id,label,probs
Ugw2wCivJJLEWS-TwFZ4AaABAg,2.0,"{""1"": 0.8455531597137451, ""2"": 0.06225132569670677, ""3"": 0.06298531591892242, ""4"": 0.029210207983851433}"
Ugw2xYL1UlMP4b8d4mZ4AaABAg,1.0,"{""1"": 0.36244338750839233, ""2"": 0.2625354528427124, ""3"": 0.19478727877140045, ""4"": 0.18023386597633362}"
Ugw35HSayn6GKNN7RaJ4AaABAg,2.0,"{""1"": 0.2999098300933838, ""2"": 0.22964565455913544, ""3"": 0.20510829985141754, ""4"": 0.2653362452983856}"
Ugw3PrEKmu6EeKJm8Ud4AaABAg,1.0,"{""1"": 0.31012192368507385, ""2"": 0.3084811866283417, ""3"": 0.26295942068099976, ""4"": 0.11843740940093994}"
Ugw3eWrdTQd2jiC0X6R4AaABAg,1.0,"{""1"": 0.33301249146461487, ""2"": 0.21616670489311218, ""3"": 0.2379705309867859, ""4"": 0.21285031735897064}"
Ugw3jbgFGVfdp-XrLnR4AaABAg,3.0,"{""1"": 0.5076895952224731, ""2"": 0.1791776865720749, ""3"": 0.08717011660337448, ""4"": 0.22596260905265808}"
Ugw3kzFMzlbh8_GkAfJ4AaABAg,1.0,"{""1"": 0.31041979789733887, ""2"": 0.28267958760261536, ""3"": 0.20695392787456512, ""4"": 0.19994670152664185}"
Ugw3zIVfCaCfOeZ8SbF4AaABAg,4.0,"{""1"": 0.22212906181812286, ""2"": 0.18694868683815002, ""3"": 0.23788249492645264, ""4"": 0.35303980112075806}"
Ugw4AnWp7D7eeXQGM0p4AaABAg,1.0,"{""1"": 0.7791576981544495, ""2"": 0.09844320267438889, ""3"": 0.05521858111023903, ""4"": 0.06718047708272934}"
Ugw4Iv7NEBL_HvToZMl4AaABAg,4.0,"{""1"": 0.5047001242637634, ""2"": 0.1728375405073166, ""3"": 0.16516320407390594, ""4"": 0.1572991907596588}"
Ugw4JEJO7gBnFaPidrF4AaABAg,4.0,"{""1"": 0.18047896027565002, ""2"": 0.2718000113964081, ""3"": 0.4671002924442291, ""4"": 0.08062079548835754}"
Ugw4i05IEsUBzozEa9V4AaABAg,1.0,"{""1"": 0.3727559447288513, ""2"": 0.27692630887031555, ""3"": 0.1985664814710617, ""4"": 0.15175123512744904}"
Ugw4j11jFi4JTPAAQHd4AaABAg,2.0,"{""1"": 0.597801685333252, ""2"": 0.1306828111410141, ""3"": 0.08367232978343964, ""4"": 0.1878431737422943}"
Ugw4kI_fnC_kpRfqYoh4AaABAg,2.0,"{""1"": 0.6544897556304932, ""2"": 0.1470072865486145, ""3"": 0.0660802349448204, ""4"": 0.13242268562316895}"
Ugw4ni4KfL497giwgDR4AaABAg,1.0,"{""1"": 0.5729174613952637, ""2"": 0.12923598289489746, ""3"": 0.06499895453453064, ""4"": 0.23284754157066345}"
Ugw4ruHv276vCImEEId4AaABAg,2.0,"{""1"": 0.3993924558162689, ""2"": 0.273766428232193, ""3"": 0.1722889244556427, ""4"": 0.15455220639705658}"
Ugw4vImN0m-deqDetoZ4AaABAg,1.0,"{""1"": 0.5794997215270996, ""2"": 0.1555720716714859, ""3"": 0.0893760472536087, ""4"": 0.17555208504199982}"
Ugw52-KYInJX-6_h9WN4AaABAg,4.0,"{""1"": 0.2852329909801483, ""2"": 0.24517153203487396, ""3"": 0.2116745561361313, ""4"": 0.25792092084884644}"
Ugw53M5V9wbp7atGzLB4AaABAg,3.0,"{""1"": 0.739227831363678, ""2"": 0.07969842851161957, ""3"": 0.09682313352823257, ""4"": 0.08425063639879227}"
Ugw56Kiom977Tg-CsV14AaABAg,2.0,"{""1"": 0.3674308955669403, ""2"": 0.2276388257741928, ""3"": 0.19184793531894684, ""4"": 0.21308226883411407}"
Ugw5BSVZLvPnfQOYQ-t4AaABAg,3.0,"{""1"": 0.23509174585342407, ""2"": 0.18051888048648834, ""3"": 0.3183208107948303, ""4"": 0.26606854796409607}"
Ugw5OjHVjguSLF6Mcm14AaABAg,1.0,"{""1"": 0.9203875064849854, ""2"": 0.03111276961863041, ""3"": 0.016299640759825706, ""4"": 0.03220001235604286}"
Ugw5WxXhXfqkgKmBArl4AaABAg,1.0,"{""1"": 0.32042089104652405, ""2"": 0.258254736661911, ""3"": 0.18687012791633606, ""4"": 0.2344541996717453}"
Ugw5tgq7TDGvMRqc9KN4AaABAg,2.0,"{""1"": 0.20703576505184174, ""2"": 0.26938772201538086, ""3"": 0.44250714778900146, ""4"": 0.08106938004493713}"
Ugw6-oWRj7Ht1bWqNWl4AaABAg,1.0,"{""1"": 0.1656917929649353, ""2"": 0.20593827962875366, ""3"": 0.32968515157699585, ""4"": 0.2986848056316376}"
Ugw6Ro-QDA0u7mrYS0x4AaABAg,1.0,"{""1"": 0.34884804487228394, ""2"": 0.2497139871120453, ""3"": 0.12718142569065094, ""4"": 0.27425652742385864}"
Ugw6_NFYugP4XPN8wLt4AaABAg,1.0,"{""1"": 0.5659791827201843, ""2"": 0.26985204219818115, ""3"": 0.07622386515140533, ""4"": 0.0879448801279068}"
Ugw6mzQFDtT-Y-F5IFd4AaABAg,3.0,"{""1"": 0.5125204920768738, ""2"": 0.20711113512516022, ""3"": 0.12831135094165802, ""4"": 0.15205702185630798}"
Ugw6ue4o_J7J6bUmah94AaABAg,2.0,"{""1"": 0.28022947907447815, ""2"": 0.21411406993865967, ""3"": 0.23309992253780365, ""4"": 0.27255651354789734}"
Ugw6v3mdN_Cweuv8xat4AaABAg,1.0,"{""1"": 0.26981762051582336, ""2"": 0.5281656384468079, ""3"": 0.09212299436330795, ""4"": 0.10989369451999664}"
Ugw7GKsc34Uf5b-0pnl4AaABAg,1.0,"{""1"": 0.3036764860153198, ""2"": 0.23748233914375305, ""3"": 0.19627422094345093, ""4"": 0.2625669836997986}"
Ugw7Ik9BVeyqhjs4PnV4AaABAg,2.0,"{""1"": 0.664906919002533, ""2"": 0.13938982784748077, ""3"": 0.07691437005996704, ""4"": 0.11878892034292221}"
Ugw7Sr4o6aW2aqq1FIh4AaABAg,2.0,"{""1"": 0.618313729763031, ""2"": 0.1747208833694458, ""3"": 0.07863511145114899, ""4"": 0.1283303201198578}"
Ugw7aPBrJD3859PGtLh4AaABAg,3.0,"{""1"": 0.5797948241233826, ""2"": 0.15083752572536469, ""3"": 0.07593687623739243, ""4"": 0.1934307962656021}"
Ugw7g_KimVOG1a5l_Ul4AaABAg,2.0,"{""1"": 0.6946290731430054, ""2"": 0.18273068964481354, ""3"": 0.04939068853855133, ""4"": 0.07324957102537155}"
Ugw80Cu-GvN1Tq5YmJV4AaABAg,1.0,"{""1"": 0.3572242558002472, ""2"": 0.295065313577652, ""3"": 0.21072447299957275, ""4"": 0.13698601722717285}"
Ugw84Zu5Gf8iu6WaIsx4AaABAg,1.0,"{""1"": 0.4473201036453247, ""2"": 0.23543350398540497, ""3"": 0.13967405259609222, ""4"": 0.1775723099708557}"
Ugw8jwMS03bInfkJe5N4AaABAg,2.0,"{""1"": 0.5426132082939148, ""2"": 0.23273921012878418, ""3"": 0.09597685188055038, ""4"": 0.128670796751976}"
Ugw8lm3z7RjDZYtbLBR4AaABAg,2.0,"{""1"": 0.69663006067276, ""2"": 0.19382943212985992, ""3"": 0.0656776875257492, ""4"": 0.04386277124285698}"
Ugw8lmZ8yP2Rdawr19d4AaABAg,2.0,"{""1"": 0.3178597092628479, ""2"": 0.2166169136762619, ""3"": 0.20663586258888245, ""4"": 0.25888752937316895}"
Ugw9FYOdXpHB4-5sLvt4AaABAg,1.0,"{""1"": 0.7934041023254395, ""2"": 0.12688027322292328, ""3"": 0.03298706188797951, ""4"": 0.046728670597076416}"
Ugw9NHfnFOtvJbjx_at4AaABAg,3.0,"{""1"": 0.49051037430763245, ""2"": 0.1335166096687317, ""3"": 0.05793475732207298, ""4"": 0.31803831458091736}"
Ugw9RGLeZY-mWwwjA_Z4AaABAg,1.0,"{""1"": 0.37682321667671204, ""2"": 0.24437215924263, ""3"": 0.14998285472393036, ""4"": 0.22882181406021118}"
Ugw9Rk8161Pb1mLRvQd4AaABAg,1.0,"{""1"": 0.39818090200424194, ""2"": 0.27648741006851196, ""3"": 0.14562487602233887, ""4"": 0.17970679700374603}"
Ugw9b84nIOrxfJ3h7V54AaABAg,2.0,"{""1"": 0.4810125529766083, ""2"": 0.31314897537231445, ""3"": 0.07632865011692047, ""4"": 0.12950977683067322}"
Ugw9efJRWwLHn14nNi94AaABAg,2.0,"{""1"": 0.38326507806777954, ""2"": 0.25077882409095764, ""3"": 0.17190909385681152, ""4"": 0.19404694437980652}"
Ugw9h4kymsSB-1_5Wst4AaABAg,1.0,"{""1"": 0.4428519308567047, ""2"": 0.2567930221557617, ""3"": 0.1688491553068161, ""4"": 0.13150595128536224}"
Ugw9jOBK0D_zn2uSUsN4AaABAg,1.0,"{""1"": 0.5657798647880554, ""2"": 0.1884566843509674, ""3"": 0.09694661945104599, ""4"": 0.14881683886051178}"
Ugw9n8W2oT0ZaEdg3sl4AaABAg,1.0,"{""1"": 0.21785210072994232, ""2"": 0.23895947635173798, ""3"": 0.25827038288116455, ""4"": 0.28491806983947754}"
Ugw9uTeJtAVA82ivS-d4AaABAg,1.0,"{""1"": 0.30492642521858215, ""2"": 0.26748406887054443, ""3"": 0.19649958610534668, ""4"": 0.23108991980552673}"
Ugw9zP3PI3VhNpi64FF4AaABAg,1.0,"{""1"": 0.41900748014450073, ""2"": 0.26116666197776794, ""3"": 0.28113359212875366, ""4"": 0.03869229927659035}"
UgwADmbrI473n68c1VZ4AaABAg,1.0,"{""1"": 0.3805810213088989, ""2"": 0.21319074928760529, ""3"": 0.18130634725093842, ""4"": 0.22492188215255737}"
UgwAUYwUzVnZ8XW-GJZ4AaABAg,3.0,"{""1"": 0.3525595963001251, ""2"": 0.2350109964609146, ""3"": 0.17627984285354614, ""4"": 0.23614953458309174}"
UgwAi_q2aAXBlZwubzN4AaABAg,2.0,"{""1"": 0.4212881624698639, ""2"": 0.22997473180294037, ""3"": 0.14672361314296722, ""4"": 0.20201347768306732}"
UgwArQc776u1rh9Gp7t4AaABAg,3.0,"{""1"": 0.26377689838409424, ""2"": 0.16902218759059906, ""3"": 0.20522552728652954, ""4"": 0.36197543144226074}"
UgwBH2eIrO6QAKFHoz94AaABAg,1.0,"{""1"": 0.6699348092079163, ""2"": 0.1669684648513794, ""3"": 0.06584054231643677, ""4"": 0.09725620597600937}"
UgwBn5KxRiJu3BE4Gz14AaABAg,2.0,"{""1"": 0.30316656827926636, ""2"": 0.14756643772125244, ""3"": 0.15013371407985687, ""4"": 0.39913326501846313}"
UgwBrs-Kj1KyBeqRD_x4AaABAg,3.0,"{""1"": 0.6938144564628601, ""2"": 0.10734403878450394, ""3"": 0.10312492400407791, ""4"": 0.09571655839681625}"
UgwBvz1uDONdtDA5Jz14AaABAg,2.0,"{""1"": 0.5447239875793457, ""2"": 0.18996620178222656, ""3"": 0.12250082194805145, ""4"": 0.1428089439868927}"
UgwBw7nfmKaY7efXpbN4AaABAg,1.0,"{""1"": 0.3442494869232178, ""2"": 0.2269575297832489, ""3"": 0.19332247972488403, ""4"": 0.23547056317329407}"
UgwBxf-coGhoZ9BiLPl4AaABAg,1.0,"{""1"": 0.38974514603614807, ""2"": 0.22660426795482635, ""3"": 0.17830593883991241, ""4"": 0.20534466207027435}"
UgwC-kU0JP_B4s1j8h94AaABAg,1.0,"{""1"": 0.42131996154785156, ""2"": 0.2489597350358963, ""3"": 0.16362154483795166, ""4"": 0.16609880328178406}"
UgwC6phUG3CUpJfxXhl4AaABAg,2.0,"{""1"": 0.39978107810020447, ""2"": 0.23929017782211304, ""3"": 0.17185431718826294, ""4"": 0.18907444179058075}"
UgwCyKSvdl1fEzOxFsp4AaABAg,2.0,"{""1"": 0.5874986052513123, ""2"": 0.16993461549282074, ""3"": 0.11419752985239029, ""4"": 0.12836921215057373}"
UgwDHXI2q4zV2lXaBSZ4AaABAg,2.0,"{""1"": 0.894302487373352, ""2"": 0.04082004353404045, ""3"": 0.021843193098902702, ""4"": 0.04303427040576935}"
UgwDcsxI7B2Lm6l7fqx4AaABAg,2.0,"{""1"": 0.2710919678211212, ""2"": 0.2215999811887741, ""3"": 0.22889043390750885, ""4"": 0.27841758728027344}"
UgwDdlVo73t3TYwsGmd4AaABAg,4.0,"{""1"": 0.20595362782478333, ""2"": 0.29188165068626404, ""3"": 0.427170068025589, ""4"": 0.07499459385871887}"
UgwDf3Qs4y_V7BAvVpx4AaABAg,2.0,"{""1"": 0.34142059087753296, ""2"": 0.2832692563533783, ""3"": 0.22453315556049347, ""4"": 0.15077699720859528}"
UgwDsaDhXqDXFdSw-BR4AaABAg,1.0,"{""1"": 0.35747331380844116, ""2"": 0.3713379204273224, ""3"": 0.09868703782558441, ""4"": 0.17250174283981323}"
UgwDv-f1IS9me76LC514AaABAg,3.0,"{""1"": 0.9550924897193909, ""2"": 0.019968261942267418, ""3"": 0.008709827437996864, ""4"": 0.016229404136538506}"
UgwDwloe2aPrcobpMn54AaABAg,1.0,"{""1"": 0.2988846004009247, ""2"": 0.2386716902256012, ""3"": 0.215779110789299, ""4"": 0.2466646283864975}"
UgwE47o5b4otDIt7JXF4AaABAg,2.0,"{""1"": 0.3568068742752075, ""2"": 0.23642633855342865, ""3"": 0.20209725201129913, ""4"": 0.20466949045658112}"
UgwEJ6uNCxLiFT2BUNR4AaABAg,1.0,"{""1"": 0.3083270192146301, ""2"": 0.2549249529838562, ""3"": 0.2130284458398819, ""4"": 0.22371958196163177}"
UgwESGqOqBZIrQgJCop4AaABAg,1.0,"{""1"": 0.36869731545448303, ""2"": 0.2765737771987915, ""3"": 0.20207419991493225, ""4"": 0.1526547521352768}"
UgwETRFkM93kcqvgaVd4AaABAg,3.0,"{""1"": 0.23953141272068024, ""2"": 0.147675022482872, ""3"": 0.2131284773349762, ""4"": 0.39966508746147156}"
UgwEX48BTJXJ7LRapEp4AaABAg,2.0,"{""1"": 0.4466618597507477, ""2"": 0.21871262788772583, ""3"": 0.14389343559741974, ""4"": 0.19073206186294556}"
UgwEYj1DHfERRiSrWEt4AaABAg,1.0,"{""1"": 0.7094526290893555, ""2"": 0.09127389639616013, ""3"": 0.053191620856523514, ""4"": 0.146081805229187}"
UgwEZTue3SAQSstDpN54AaABAg,4.0,"{""1"": 0.4052903652191162, ""2"": 0.21436801552772522, ""3"": 0.1668432205915451, ""4"": 0.21349841356277466}"
UgwEcf6d-ce4SflxjGd4AaABAg,4.0,"{""1"": 0.305678129196167, ""2"": 0.10797790437936783, ""3"": 0.19883853197097778, ""4"": 0.3875054717063904}"
UgwEck6OaQXVFpN1zOV4AaABAg,3.0,"{""1"": 0.2481992244720459, ""2"": 0.28940293192863464, ""3"": 0.23249375820159912, ""4"": 0.22990411520004272}"
UgwEi81qWANi_ySfIFp4AaABAg,2.0,"{""1"": 0.5979690551757812, ""2"": 0.1668178290128708, ""3"": 0.11438681930303574, ""4"": 0.12082626670598984}"
UgwEx-1Th2nD50a6Gpd4AaABAg,1.0,"{""1"": 0.308347225189209, ""2"": 0.1781814694404602, ""3"": 0.18339213728904724, ""4"": 0.33007916808128357}"
UgwFOma3jD8Tdi1gvid4AaABAg,1.0,"{""1"": 0.1906038373708725, ""2"": 0.15902754664421082, ""3"": 0.29418274760246277, ""4"": 0.3561858832836151}"
UgwFXHjjQ3VO36KiRnx4AaABAg,2.0,"{""1"": 0.6041339635848999, ""2"": 0.15903617441654205, ""3"": 0.10532721877098083, ""4"": 0.13150259852409363}"
UgwFaGBizX_fNQq3qxZ4AaABAg,2.0,"{""1"": 0.23478315770626068, ""2"": 0.18194681406021118, ""3"": 0.20779502391815186, ""4"": 0.3754750192165375}"
UgwFlvRewqFLbYoWT-p4AaABAg,2.0,"{""1"": 0.30465608835220337, ""2"": 0.2729519009590149, ""3"": 0.22864528000354767, ""4"": 0.1937466710805893}"
UgwGDlMfoEvHNA8azVp4AaABAg,1.0,"{""1"": 0.7568227648735046, ""2"": 0.10396788269281387, ""3"": 0.09276627004146576, ""4"": 0.046443067491054535}"
UgwGRg0RDMTCIBUZ7Oh4AaABAg,1.0,"{""1"": 0.6066438555717468, ""2"": 0.16703014075756073, ""3"": 0.08570762723684311, ""4"": 0.14061838388442993}"
UgwGYQfrwdIH4jrSrnh4AaABAg,2.0,"{""1"": 0.5160077810287476, ""2"": 0.12561099231243134, ""3"": 0.2361350953578949, ""4"": 0.122246153652668}"
UgwGaWGlBwRH2g4Pwi54AaABAg,1.0,"{""1"": 0.16991400718688965, ""2"": 0.030048055574297905, ""3"": 0.007982060313224792, ""4"": 0.7920559644699097}"
UgwGoVV1RCSz8NXvXkx4AaABAg,4.0,"{""1"": 0.2556600272655487, ""2"": 0.17504937946796417, ""3"": 0.2901417016983032, ""4"": 0.2791488766670227}"
UgwGuiOgV0Tmsh1rDaR4AaABAg,3.0,"{""1"": 0.23994898796081543, ""2"": 0.20639941096305847, ""3"": 0.2249317169189453, ""4"": 0.3287198841571808}"
UgwH3iWJXb7p7QLfAFl4AaABAg,2.0,"{""1"": 0.27597320079803467, ""2"": 0.2529359757900238, ""3"": 0.265339732170105, ""4"": 0.20575104653835297}"
UgwH5KbrK03XZC4H9up4AaABAg,2.0,"{""1"": 0.5201331377029419, ""2"": 0.20202510058879852, ""3"": 0.10340698808431625, ""4"": 0.17443478107452393}"
UgwH9VGfa6LXZlHAb414AaABAg,1.0,"{""1"": 0.4478227496147156, ""2"": 0.12374543398618698, ""3"": 0.16962791979312897, ""4"": 0.25880393385887146}"
UgwHIt6h77EncQJSkJJ4AaABAg,2.0,"{""1"": 0.3051019310951233, ""2"": 0.2807827293872833, ""3"": 0.21198786795139313, ""4"": 0.20212748646736145}"
UgwHPY7_cUHrXZb1Hep4AaABAg,1.0,"{""1"": 0.2728012204170227, ""2"": 0.22576501965522766, ""3"": 0.22252121567726135, ""4"": 0.2789125442504883}"
UgwHRY92YKOMRhlHL_x4AaABAg,2.0,"{""1"": 0.5622654557228088, ""2"": 0.13481678068637848, ""3"": 0.04139750823378563, ""4"": 0.26152023673057556}"
UgwHVSbQ_s7cwWzowO14AaABAg,2.0,"{""1"": 0.44082334637641907, ""2"": 0.15370602905750275, ""3"": 0.13522712886333466, ""4"": 0.27024346590042114}"
UgwHdzAF56unjHk1eel4AaABAg,2.0,"{""1"": 0.7977708578109741, ""2"": 0.09172455966472626, ""3"": 0.05654590576887131, ""4"": 0.053958628326654434}"
UgwHeN2G00W_pGBAbgp4AaABAg,2.0,"{""1"": 0.39513665437698364, ""2"": 0.1782669574022293, ""3"": 0.09327449649572372, ""4"": 0.33332180976867676}"
UgwHff1V5IAk49s8k_F4AaABAg,3.0,"{""1"": 0.836093544960022, ""2"": 0.06889905035495758, ""3"": 0.04890792444348335, ""4"": 0.0460994690656662}"
UgwHj3Y0lPyQozQhWFB4AaABAg,3.0,"{""1"": 0.5930301547050476, ""2"": 0.19768677651882172, ""3"": 0.09298302233219147, ""4"": 0.11630002409219742}"
UgwHkhdgIvV9953sXSV4AaABAg,1.0,"{""1"": 0.5302462577819824, ""2"": 0.1737808883190155, ""3"": 0.10293100029230118, ""4"": 0.19304189085960388}"
UgwHpYFZwRT6B3RQaWZ4AaABAg,4.0,"{""1"": 0.475147008895874, ""2"": 0.22859519720077515, ""3"": 0.07434433698654175, ""4"": 0.22191348671913147}"
UgwHwKrWaXR-CcguIAh4AaABAg,1.0,"{""1"": 0.4237547814846039, ""2"": 0.33264827728271484, ""3"": 0.10631929337978363, ""4"": 0.13727763295173645}"
UgwHybaBbkqA23LbwKF4AaABAg,2.0,"{""1"": 0.4253636598587036, ""2"": 0.3100912868976593, ""3"": 0.13839751482009888, ""4"": 0.1261475533246994}"
UgwI9slZmRvx1xCHTy14AaABAg,3.0,"{""1"": 0.40955689549446106, ""2"": 0.21693910658359528, ""3"": 0.18073371052742004, ""4"": 0.19277030229568481}"
UgwICRGUT6cNMi_mC-R4AaABAg,1.0,"{""1"": 0.30192649364471436, ""2"": 0.24093972146511078, ""3"": 0.24646088480949402, ""4"": 0.21067291498184204}"
UgwIDQjTBiAgXmGdgUd4AaABAg,1.0,"{""1"": 0.2871372103691101, ""2"": 0.1592753827571869, ""3"": 0.21276631951332092, ""4"": 0.34082111716270447}"
UgwIMoZJTbzXEJhIiWN4AaABAg,2.0,"{""1"": 0.6926753520965576, ""2"": 0.1353646069765091, ""3"": 0.06630581617355347, ""4"": 0.10565419495105743}"
UgwIZaiLAIz_3DU_XPh4AaABAg,2.0,"{""1"": 0.35729172825813293, ""2"": 0.2454986274242401, ""3"": 0.20328041911125183, ""4"": 0.19392922520637512}"
UgwIplanOaeebjKEQHt4AaABAg,3.0,"{""1"": 0.414689302444458, ""2"": 0.2744549512863159, ""3"": 0.15025122463703156, ""4"": 0.16060449182987213}"
UgwIrbLdvugLpr1DGIJ4AaABAg,3.0,"{""1"": 0.5699268579483032, ""2"": 0.14292313158512115, ""3"": 0.14146262407302856, ""4"": 0.14568738639354706}"
UgwIsTBwgQQJgMvFr414AaABAg,1.0,"{""1"": 0.35024917125701904, ""2"": 0.22902707755565643, ""3"": 0.17109762132167816, ""4"": 0.24962610006332397}"
UgwItj5a7ChhLy47P-J4AaABAg,2.0,"{""1"": 0.37519845366477966, ""2"": 0.11385072022676468, ""3"": 0.09687355905771255, ""4"": 0.41407716274261475}"
UgwJ0rCqIGnQSf3tuml4AaABAg,1.0,"{""1"": 0.7311813235282898, ""2"": 0.16404742002487183, ""3"": 0.05742422863841057, ""4"": 0.04734700545668602}"
UgwJ1KPlhlY_pENacbl4AaABAg,2.0,"{""1"": 0.4198668301105499, ""2"": 0.2756452262401581, ""3"": 0.14388856291770935, ""4"": 0.16059942543506622}"
UgwJBYw3rV833uEbU_N4AaABAg,1.0,"{""1"": 0.3551587164402008, ""2"": 0.2610582113265991, ""3"": 0.1853085607290268, ""4"": 0.19847449660301208}"
